reactants,products
Br[c:1]1[cH:2][cH:3][c:4]([N:5]2[CH2:6][CH2:7][N:8]([C:9]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15])[CH2:16][CH2:17]2)[n:18][cH:19]1.OB(O)[c:20]1[cH:21][cH:22][c:23]([F:24])[cH:25][cH:26]1,[c:1]1(-[c:20]2[cH:21][cH:22][c:23]([F:24])[cH:25][cH:26]2)[cH:2][cH:3][c:4]([N:5]2[CH2:6][CH2:7][N:8]([C:9]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15])[CH2:16][CH2:17]2)[n:18][cH:19]1
Cl[c:1]1[cH:2][c:3]([O:4][c:5]2[c:6]([CH2:7][NH:8][C:9]([NH:10][c:11]3[n:12](-[c:13]4[cH:14][cH:15][c:16]([CH3:17])[cH:18][cH:19]4)[n:20][c:21]([C:22]([CH3:23])([CH3:24])[CH3:25])[cH:26]3)=[O:27])[cH:28][cH:29][cH:30][cH:31]2)[n:32][c:33]([CH3:34])[n:35]1.[CH2:36]1[CH2:37][O:38][CH2:39][CH2:40][NH:41]1,[c:1]1([N:41]2[CH2:36][CH2:37][O:38][CH2:39][CH2:40]2)[cH:2][c:3]([O:4][c:5]2[c:6]([CH2:7][NH:8][C:9]([NH:10][c:11]3[n:12](-[c:13]4[cH:14][cH:15][c:16]([CH3:17])[cH:18][cH:19]4)[n:20][c:21]([C:22]([CH3:23])([CH3:24])[CH3:25])[cH:26]3)=[O:27])[cH:28][cH:29][cH:30][cH:31]2)[n:32][c:33]([CH3:34])[n:35]1
[CH3:1][C:2](=[O:3])[NH:4][c:5]1[n:6][c:7]([CH:8]=[CH:9][c:10]2[cH:11][cH:12][c:13]([C:14](=[O:15])[OH:16])[c:17]([F:18])[cH:19]2)[cH:20][s:21]1,[CH3:1][C:2](=[O:3])[NH:4][c:5]1[n:6][c:7]([CH2:8][CH2:9][c:10]2[cH:11][cH:12][c:13]([C:14](=[O:15])[OH:16])[c:17]([F:18])[cH:19]2)[cH:20][s:21]1
[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][n:7]1[n:8][cH:9][c:10]2[cH:11][c:12](/[CH:13]=[CH:14]/[c:15]3[cH:16][cH:17][c:18]([OH:19])[cH:20][cH:21]3)[cH:22][cH:23][c:24]2[c:25]1=[O:26],[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][n:7]1[n:8][cH:9][c:10]2[cH:11][c:12]([CH2:13][CH2:14][c:15]3[cH:16][cH:17][c:18]([OH:19])[cH:20][cH:21]3)[cH:22][cH:23][c:24]2[c:25]1=[O:26]
Cl[c:1]1[c:2]2[c:3]([n:4][c:5]([CH3:6])[c:7]1[S:8]([CH3:9])(=[O:10])=[O:11])[cH:12][cH:13][c:14]([I:15])[cH:16]2.[OH:17][C@H:18]1[CH2:19][CH2:20][CH2:21][NH:22][CH2:23]1,[c:1]1([N:22]2[CH2:21][CH2:20][CH2:19][C@H:18]([OH:17])[CH2:23]2)[c:2]2[c:3]([n:4][c:5]([CH3:6])[c:7]1[S:8]([CH3:9])(=[O:10])=[O:11])[cH:12][cH:13][c:14]([I:15])[cH:16]2
O[C:1]([c:2]1[cH:3][c:4]([CH3:5])[n:6][n:7]1[CH3:8])=[O:9].[CH3:10][NH:11][C:12](=[O:13])[CH2:14][O:15][c:16]1[cH:17][c:18]([C:19]#[N:20])[cH:21][cH:22][c:23]1[CH2:24][NH2:25],[C:1]([c:2]1[cH:3][c:4]([CH3:5])[n:6][n:7]1[CH3:8])(=[O:9])[NH:25][CH2:24][c:23]1[c:16]([O:15][CH2:14][C:12]([NH:11][CH3:10])=[O:13])[cH:17][c:18]([C:19]#[N:20])[cH:21][cH:22]1
O=[N+:1]([O-])[c:2]1[c:3]([O:4][c:5]2[cH:6][cH:7][c:8]([NH:9][C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[c:17]3[c:18]2[cH:19][cH:20][cH:21][cH:22]3)[cH:23][cH:24][n:25][c:26]1[NH2:27],[NH2:1][c:2]1[c:3]([O:4][c:5]2[cH:6][cH:7][c:8]([NH:9][C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[c:17]3[c:18]2[cH:19][cH:20][cH:21][cH:22]3)[cH:23][cH:24][n:25][c:26]1[NH2:27]
CC(=O)O[C:2]([CH3:1])=[O:3].[CH3:4][O:5][c:6]1[cH:7][cH:8][cH:9][c:10]([N:11]([CH2:12][CH2:13][N:14]2[CH2:15][CH2:16][CH:17]([C:18](=[O:19])[c:20]3[cH:21][cH:22][c:23]([F:24])[cH:25][cH:26]3)[CH2:27][CH2:28]2)[C:29](=[O:30])[c:31]2[cH:32][cH:33][c:34]([NH2:35])[c:36]([O:37][CH3:38])[cH:39]2)[cH:40]1,[CH3:1][C:2](=[O:3])[NH:35][c:34]1[cH:33][cH:32][c:31]([C:29]([N:11]([c:10]2[cH:9][cH:8][cH:7][c:6]([O:5][CH3:4])[cH:40]2)[CH2:12][CH2:13][N:14]2[CH2:15][CH2:16][CH:17]([C:18](=[O:19])[c:20]3[cH:21][cH:22][c:23]([F:24])[cH:25][cH:26]3)[CH2:27][CH2:28]2)=[O:30])[cH:39][c:36]1[O:37][CH3:38]
O[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]([NH:8][CH2:9][c:10]2[c:11]([CH2:12][CH3:13])[n:14][c:15]3[c:16]([cH:17][n:18][n:19]3[CH2:20][CH3:21])[c:22]2[NH:23][CH:24]2[CH2:25][CH2:26][O:27][CH2:28][CH2:29]2)=[O:30])[n:31]1)=[O:32].[NH2:33][CH2:34][c:35]1[cH:36][cH:37][c:38]([F:39])[c:40]([Br:41])[cH:42]1,[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]([NH:8][CH2:9][c:10]2[c:11]([CH2:12][CH3:13])[n:14][c:15]3[c:16]([cH:17][n:18][n:19]3[CH2:20][CH3:21])[c:22]2[NH:23][CH:24]2[CH2:25][CH2:26][O:27][CH2:28][CH2:29]2)=[O:30])[n:31]1)(=[O:32])[NH:33][CH2:34][c:35]1[cH:36][cH:37][c:38]([F:39])[c:40]([Br:41])[cH:42]1
Br[c:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[C:16]([CH3:17])([CH3:18])[O:19][C:20]([CH3:21])([CH3:22])[NH:23]2.Br[c:1]1[cH:2][c:3]([F:4])[cH:5][c:6]([C:7]#[N:8])[cH:9]1,[c:1]1(-[c:10]2[cH:11][cH:12][c:13]3[c:14]([cH:15]2)[C:16]([CH3:17])([CH3:18])[O:19][C:20]([CH3:21])([CH3:22])[NH:23]3)[cH:2][c:3]([F:4])[cH:5][c:6]([C:7]#[N:8])[cH:9]1
CC(C)(C)[O:1][C:2](=[O:3])[CH2:4][NH:5][C:6](=[O:7])[C:8]1=[C:9]([OH:10])[c:11]2[c:12]([F:13])[cH:14][cH:15][cH:16][c:17]2[C:18]([CH3:19])([CH3:20])[C:21]1=[O:22],[OH:1][C:2](=[O:3])[CH2:4][NH:5][C:6](=[O:7])[C:8]1=[C:9]([OH:10])[c:11]2[c:12]([F:13])[cH:14][cH:15][cH:16][c:17]2[C:18]([CH3:19])([CH3:20])[C:21]1=[O:22]
Br[c:1]1[cH:2][c:3]([O:4][CH3:5])[c:6]([O:7][CH3:8])[cH:9][c:10]1[CH2:11][N:12]1[C:13](=[O:14])[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]2[C:21]1=[O:22].[Cu][C:23]#[N:24],[c:1]1([C:23]#[N:24])[cH:2][c:3]([O:4][CH3:5])[c:6]([O:7][CH3:8])[cH:9][c:10]1[CH2:11][N:12]1[C:13](=[O:14])[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]2[C:21]1=[O:22]
[Mg+][CH:1]1[CH2:2][CH2:3]1.[O:4]=[CH:5][c:6]1[cH:7][cH:8][c:9](-[c:10]2[cH:11][cH:12][s:13][cH:14]2)[n:15][cH:16]1,[CH:1]1([CH:5]([OH:4])[c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][s:13][cH:14]3)[n:15][cH:16]2)[CH2:2][CH2:3]1
[CH2:1]=[CH:2][O:3][CH2:4][CH3:5].[CH3:6][C:7](=[CH:8][CH2:9][CH2:10][C:11]([CH3:12])=[CH:13][CH2:14][CH2:15][C:16]([CH3:17])=[CH:18][CH:19]=[C:20]([CH:21]([CH3:22])[CH3:23])[CH:24]([OH:25])[C:26]#[N:27])[CH2:28][Cl:29],[CH3:1][CH:2]([O:3][CH2:4][CH3:5])[O:25][CH:24]([C:20](=[CH:19][CH:18]=[C:16]([CH2:15][CH2:14][CH:13]=[C:11]([CH2:10][CH2:9][CH:8]=[C:7]([CH3:6])[CH2:28][Cl:29])[CH3:12])[CH3:17])[CH:21]([CH3:22])[CH3:23])[C:26]#[N:27]
Cl[C:1](=[O:2])[O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[NH2:11][CH2:12][CH2:13][Br:14],[C:1](=[O:2])([O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[NH:11][CH2:12][CH2:13][Br:14]
O=[C:1]([CH3:2])[C:3](=[O:4])[OH:5].[NH2:6][c:7]1[cH:8][cH:9][c:10]([F:11])[c:12]([F:13])[c:14]1[F:15],[CH:1]([CH3:2])([C:3](=[O:4])[OH:5])[NH:6][c:7]1[cH:8][cH:9][c:10]([F:11])[c:12]([F:13])[c:14]1[F:15]
F[c:1]1[c:2]([C:3]([O:4][CH3:5])=[O:6])[cH:7][cH:8][c:9]([F:10])[cH:11]1.[OH:12][c:13]1[cH:14][n:15][c:16]([Cl:17])[c:18]([F:19])[cH:20]1,[c:1]1([O:12][c:13]2[cH:14][n:15][c:16]([Cl:17])[c:18]([F:19])[cH:20]2)[c:2]([C:3]([O:4][CH3:5])=[O:6])[cH:7][cH:8][c:9]([F:10])[cH:11]1
CCO[C:1](=[O:2])[c:3]1[cH:4][s:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15][cH:16]2)[c:17]1[O:18][CH2:19][O:20][CH3:21],[CH2:1]([OH:2])[c:3]1[cH:4][s:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15][cH:16]2)[c:17]1[O:18][CH2:19][O:20][CH3:21]
CC(C)(C)OC(=O)[NH:1][CH2:2][CH2:3][CH2:4][CH2:5][N:6]([CH2:7][c:8]1[cH:9][cH:10][c:11]([C:12](=[O:13])[N:14]([CH2:15][c:16]2[n:17][cH:18][cH:19][n:20]2[CH2:21][O:22][CH2:23][CH2:24][Si:25]([CH3:26])([CH3:27])[CH3:28])[CH2:29][c:30]2[n:31][cH:32][cH:33][n:34]2[CH2:35][O:36][CH2:37][CH2:38][Si:39]([CH3:40])([CH3:41])[CH3:42])[cH:43][cH:44]1)[C:45](=[O:46])[O:47][CH2:48][c:49]1[cH:50][cH:51][cH:52][cH:53][cH:54]1,[NH2:1][CH2:2][CH2:3][CH2:4][CH2:5][N:6]([CH2:7][c:8]1[cH:9][cH:10][c:11]([C:12](=[O:13])[N:14]([CH2:15][c:16]2[n:17][cH:18][cH:19][n:20]2[CH2:21][O:22][CH2:23][CH2:24][Si:25]([CH3:26])([CH3:27])[CH3:28])[CH2:29][c:30]2[n:31][cH:32][cH:33][n:34]2[CH2:35][O:36][CH2:37][CH2:38][Si:39]([CH3:40])([CH3:41])[CH3:42])[cH:43][cH:44]1)[C:45](=[O:46])[O:47][CH2:48][c:49]1[cH:50][cH:51][cH:52][cH:53][cH:54]1
CC(=O)O[C:2]([CH3:1])=[O:3].[CH3:4][c:5]1[cH:6][n:7](-[c:8]2[cH:9][cH:10][c:11]3[c:12]([cH:13]2)[CH:14]([NH:15][C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23][CH:24]([CH3:25])[NH:26]3)[cH:27][n:28]1,[CH3:1][C:2](=[O:3])[N:26]1[c:11]2[cH:10][cH:9][c:8](-[n:7]3[cH:6][c:5]([CH3:4])[n:28][cH:27]3)[cH:13][c:12]2[C@H:14]([NH:15][C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23][C@@H:24]1[CH3:25]
O[C:1]([c:2]1[cH:3][n:4]([CH3:5])[c:6]2[c:7]1[cH:8][cH:9][cH:10][cH:11]2)=[O:12].[NH2:13][CH2:14][C@@H:15]1[CH2:16][C@@H:17]2[CH2:18][C@@H:19]2[N:20]1[C:21](=[O:22])[c:23]1[n:24][c:25]([NH2:26])[s:27][c:28]1-[c:29]1[cH:30][cH:31][cH:32][c:33]([F:34])[cH:35]1,[C:1]([c:2]1[cH:3][n:4]([CH3:5])[c:6]2[c:7]1[cH:8][cH:9][cH:10][cH:11]2)(=[O:12])[NH:13][CH2:14][C@@H:15]1[CH2:16][C@@H:17]2[CH2:18][C@@H:19]2[N:20]1[C:21](=[O:22])[c:23]1[n:24][c:25]([NH2:26])[s:27][c:28]1-[c:29]1[cH:30][cH:31][cH:32][c:33]([F:34])[cH:35]1
BrC(Br)(Br)[Br:1].O[C@H:2]1[C@:3]([CH3:4])([F:5])[C@H:6]([O:7][C:8](=[O:9])[c:10]2[cH:11][cH:12][c:13]([Cl:14])[cH:15][cH:16]2)[C@@H:17]([CH2:18][O:19][C:20](=[O:21])[c:22]2[cH:23][cH:24][c:25]([Cl:26])[cH:27][cH:28]2)[O:29]1,[Br:1][C@@H:2]1[C@:3]([CH3:4])([F:5])[C@H:6]([O:7][C:8](=[O:9])[c:10]2[cH:11][cH:12][c:13]([Cl:14])[cH:15][cH:16]2)[C@@H:17]([CH2:18][O:19][C:20](=[O:21])[c:22]2[cH:23][cH:24][c:25]([Cl:26])[cH:27][cH:28]2)[O:29]1
O=[C:1]1[CH2:2][CH2:3][CH:4]([O:5][CH2:6][CH3:7])[CH2:8][CH2:9]1.[CH3:10][c:11]1[cH:12][c:13]2[c:14]([cH:15][c:16]1[CH3:17])[n:18]([CH:19]1[CH2:20][CH2:21][NH:22][CH2:23][CH2:24]1)[c:25](=[O:26])[nH:27]2,[C@H:1]1([N:22]2[CH2:21][CH2:20][CH:19]([n:18]3[c:14]4[c:13]([cH:12][c:11]([CH3:10])[c:16]([CH3:17])[cH:15]4)[nH:27][c:25]3=[O:26])[CH2:24][CH2:23]2)[CH2:2][CH2:3][C@H:4]([O:5][CH2:6][CH3:7])[CH2:8][CH2:9]1
Cl[c:1]1[c:2]([CH2:3][CH:4]2[CH2:5][CH2:6][C:7]([F:8])([F:9])[CH2:10][CH2:11]2)[c:12]([Cl:13])[c:14]2[c:15]([n:16]1)[cH:17][cH:18][c:19]([Br:20])[cH:21]2.[CH3:22][O-:23],[c:1]1([O:23][CH3:22])[c:2]([CH2:3][CH:4]2[CH2:5][CH2:6][C:7]([F:8])([F:9])[CH2:10][CH2:11]2)[c:12]([Cl:13])[c:14]2[c:15]([n:16]1)[cH:17][cH:18][c:19]([Br:20])[cH:21]2
O[C:1](=[O:2])[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][NH:10][C:11](=[O:12])[c:13]1[cH:14][cH:15][cH:16][c:17]([CH:18]=[C:19]2[C:20](=[O:21])[NH:22][c:23]3[cH:24][cH:25][c:26]([F:27])[cH:28][c:29]32)[cH:30]1.[NH2:31][c:32]1[cH:33][cH:34][cH:35][cH:36][c:37]1[NH2:38],[C:1](=[O:2])([CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][NH:10][C:11](=[O:12])[c:13]1[cH:14][cH:15][cH:16][c:17]([CH:18]=[C:19]2[C:20](=[O:21])[NH:22][c:23]3[cH:24][cH:25][c:26]([F:27])[cH:28][c:29]32)[cH:30]1)[NH:31][c:32]1[cH:33][cH:34][cH:35][cH:36][c:37]1[NH2:38]
O=[C:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][cH:12][c:13]([CH2:14][C:15]([O:16][CH3:17])=[O:18])[cH:19]2)[cH:20]1)[CH3:21].[NH2:22][OH:23],[C:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][cH:12][c:13]([CH2:14][C:15]([O:16][CH3:17])=[O:18])[cH:19]2)[cH:20]1)([CH3:21])=[N:22][OH:23]
O[C:1]([C@H:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]([N:9]2[CH2:10][C:11](=[O:12])[N:13]([CH2:14][c:15]3[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]3)[S:23]2(=[O:24])=[O:25])[cH:26]1)[NH:27][C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])=[O:35].[CH3:36][CH2:37][CH2:38][CH2:39][CH2:40][NH2:41],[C:1]([C@H:2]([CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]([N:9]2[CH2:10][C:11](=[O:12])[N:13]([CH2:14][c:15]3[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]3)[S:23]2(=[O:24])=[O:25])[cH:26]1)[NH:27][C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])(=[O:35])[NH:41][CH2:40][CH2:39][CH2:38][CH2:37][CH3:36]
Cl[c:1]1[n:2][c:3]([Cl:4])[n:5][c:6]2[c:7]1[cH:8][cH:9][cH:10][cH:11]2.[NH2:12][S:13](=[O:14])(=[O:15])[c:16]1[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]1[Cl:23],[c:1]1([NH:12][S:13](=[O:14])(=[O:15])[c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]2[Cl:23])[n:2][c:3]([Cl:4])[n:5][c:6]2[c:7]1[cH:8][cH:9][cH:10][cH:11]2
C[O:1][C:2](=[O:3])[C:4]1([N:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[S:13](=[O:14])(=[O:15])[c:16]2[cH:17][cH:18][c:19]([O:20][CH3:21])[cH:22][cH:23]2)[CH2:24][CH2:25][N:26]([CH2:27][c:28]2[cH:29][cH:30][cH:31][cH:32][cH:33]2)[CH2:34][CH2:35]1,[OH:1][C:2](=[O:3])[C:4]1([N:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[S:13](=[O:14])(=[O:15])[c:16]2[cH:17][cH:18][c:19]([O:20][CH3:21])[cH:22][cH:23]2)[CH2:24][CH2:25][N:26]([CH2:27][c:28]2[cH:29][cH:30][cH:31][cH:32][cH:33]2)[CH2:34][CH2:35]1
Br[c:1]1[cH:2][c:3]([NH:4][C:5]([CH3:6])=[O:7])[c:8]([C:9](=[O:10])[N:11]2[CH2:12][CH2:13][CH:14]([N:15]([CH3:16])[C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23])[CH2:24][CH2:25]2)[cH:26][cH:27]1.CC1(C)OB([c:28]2[cH:29][cH:30][c:31]3[n:32][cH:33][c:34](-[c:35]4[cH:36][cH:37][c:38]([C:39]#[N:40])[cH:41][cH:42]4)[n:43]3[cH:44]2)OC1(C)C,[c:1]1(-[c:28]2[cH:29][cH:30][c:31]3[n:32][cH:33][c:34](-[c:35]4[cH:36][cH:37][c:38]([C:39]#[N:40])[cH:41][cH:42]4)[n:43]3[cH:44]2)[cH:2][c:3]([NH:4][C:5]([CH3:6])=[O:7])[c:8]([C:9](=[O:10])[N:11]2[CH2:12][CH2:13][CH:14]([N:15]([CH3:16])[C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23])[CH2:24][CH2:25]2)[cH:26][cH:27]1
O[C:1]([c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[NH:8][CH:9]([c:10]1[c:11]([CH3:12])[cH:13][cH:14][c:15]([N:16]3[CH2:17][CH2:18][O:19][CH2:20][CH2:21]3)[cH:22]1)[CH2:23][C:24]2([CH3:25])[CH3:26])=[O:27].[CH3:28][S:29]([NH2:30])(=[O:31])=[O:32],[C:1]([c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[NH:8][CH:9]([c:10]1[c:11]([CH3:12])[cH:13][cH:14][c:15]([N:16]3[CH2:17][CH2:18][O:19][CH2:20][CH2:21]3)[cH:22]1)[CH2:23][C:24]2([CH3:25])[CH3:26])(=[O:27])[NH:30][S:29]([CH3:28])(=[O:31])=[O:32]
O=[C:1]([OH:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[O:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[CH2:1]([OH:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[O:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1
CC(C)(C)[O:1][C:2](=[O:3])[CH2:4][n:5]1[n:6][c:7]([C:8]([NH2:9])=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12,[OH:1][C:2](=[O:3])[CH2:4][n:5]1[n:6][c:7]([C:8]([NH2:9])=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12
CCOP(=O)(OCC)[CH2:1][C:2]#[N:3].O=[C:4]([c:5]1[cH:6][cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12]1)[c:13]1[cH:14][c:15]([O:16][CH3:17])[cH:18][c:19]([O:20][CH3:21])[cH:22]1,[CH:1]([C:2]#[N:3])=[C:4]([c:5]1[cH:6][cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12]1)[c:13]1[cH:14][c:15]([O:16][CH3:17])[cH:18][c:19]([O:20][CH3:21])[cH:22]1
F[c:1]1[c:2]([C:3]([CH2:4][CH2:5][CH3:6])=[O:7])[c:8]([F:9])[cH:10][cH:11][cH:12]1.[NH2:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,[c:1]1([NH:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:2]([C:3]([CH2:4][CH2:5][CH3:6])=[O:7])[c:8]([F:9])[cH:10][cH:11][cH:12]1
Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[c:7]([Cl:8])[cH:9]1.[O:10]=[C:11]1[CH2:12][C:13]2([C:14](=[O:15])[NH:16]1)[C:17](=[O:18])[NH:19][c:20]1[cH:21][cH:22][cH:23][cH:24][c:25]12,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([Cl:6])[c:7]([Cl:8])[cH:9]1)[N:19]1[C:17](=[O:18])[C:13]2([CH2:12][C:11](=[O:10])[NH:16][C:14]2=[O:15])[c:25]2[c:20]1[cH:21][cH:22][cH:23][cH:24]2
CC(C)(C)OC(=O)[N:1]1[CH2:2][CH:3]=[C:4]([c:5]2[cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17]2)[CH2:18][CH2:19]1,[NH:1]1[CH2:2][CH:3]=[C:4]([c:5]2[cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17]2)[CH2:18][CH2:19]1
[CH3:1][S:2][c:3]1[cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9][cH:10]1.[N-:11]=[N+:12]=[N-:13],[CH3:1][S:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[n:8][n:11][n:12][nH:13]2)[cH:9][cH:10]1
CC1(C)OB([c:1]2[cH:2][n:3]([CH3:4])[c:5](=[O:6])[c:7]3[c:8]2[cH:9][cH:10][cH:11][cH:12]3)OC1(C)C.Cl[c:13]1[c:14]([O:15][c:16]2[cH:17][cH:18][c:19]([F:20])[cH:21][c:22]2[F:23])[cH:24][n:25][c:26]([CH2:27][S:28]([CH3:29])(=[O:30])=[O:31])[n:32]1,[c:1]1(-[c:13]2[c:14]([O:15][c:16]3[cH:17][cH:18][c:19]([F:20])[cH:21][c:22]3[F:23])[cH:24][n:25][c:26]([CH2:27][S:28]([CH3:29])(=[O:30])=[O:31])[n:32]2)[cH:2][n:3]([CH3:4])[c:5](=[O:6])[c:7]2[c:8]1[cH:9][cH:10][cH:11][cH:12]2
Br[c:1]1[cH:2][cH:3][cH:4][c:5]([Br:6])[n:7]1.[CH3:8][NH:9][CH3:10],[c:1]1([N:9]([CH3:8])[CH3:10])[cH:2][cH:3][cH:4][c:5]([Br:6])[n:7]1
[CH3:1][c:2]1[cH:3][c:4]([CH2:5][OH:6])[cH:7][c:8]([CH3:9])[c:10]1[CH2:11][CH2:12][C:13](=[O:14])[OH:15],[CH3:1][c:2]1[cH:3][c:4]([CH:5]=[O:6])[cH:7][c:8]([CH3:9])[c:10]1[CH2:11][CH2:12][C:13](=[O:14])[OH:15]
[CH3:1][C:2]([CH3:3])([CH3:4])[C:5](=[O:6])[CH:7]([CH2:8][CH2:9][CH2:10][C:11]([CH3:12])([CH3:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[n:20]1[cH:21][n:22][cH:23][n:24]1,[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]([OH:6])[CH:7]([CH2:8][CH2:9][CH2:10][C:11]([CH3:12])([CH3:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[n:20]1[cH:21][n:22][cH:23][n:24]1
Br[c:1]1[c:2]([F:3])[cH:4][cH:5][cH:6][c:7]1[F:8].[CH2:9]=[CH:10][c:11]1[cH:12][c:13]([O:14][CH3:15])[c:16]([CH2:17][CH2:18][CH3:19])[c:20]([O:21][CH3:22])[cH:23]1,[c:1]1([CH:9]=[CH:10][c:11]2[cH:12][c:13]([O:14][CH3:15])[c:16]([CH2:17][CH2:18][CH3:19])[c:20]([O:21][CH3:22])[cH:23]2)[c:2]([F:3])[cH:4][cH:5][cH:6][c:7]1[F:8]
Br[CH2:1][c:2]1[c:3]([O:4][c:5]2[cH:6][cH:7][cH:8][c:9]([CH2:10][C:11]([O:12][CH2:13][CH3:14])=[O:15])[cH:16]2)[cH:17][cH:18][c:19]([Br:20])[cH:21]1.[OH:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1,[CH2:1]([c:2]1[c:3]([O:4][c:5]2[cH:6][cH:7][cH:8][c:9]([CH2:10][C:11]([O:12][CH2:13][CH3:14])=[O:15])[cH:16]2)[cH:17][cH:18][c:19]([Br:20])[cH:21]1)[O:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1
Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][CH:9]2[CH2:10][CH2:11]2)[c:12]([O:13][CH2:14][CH:15]2[CH2:16][CH2:17]2)[cH:18]1.[CH3:19][O:20][c:21]1[cH:22][cH:23][c:24]([CH:25]2[CH2:26][CH:27]([O:28][C:29]([CH3:30])=[O:31])[CH2:32][CH2:33][CH:34]2[NH2:35])[cH:36][c:37]1[O:38][CH3:39],[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][CH:9]2[CH2:10][CH2:11]2)[c:12]([O:13][CH2:14][CH:15]2[CH2:16][CH2:17]2)[cH:18]1)[NH:35][CH:34]1[CH:25]([c:24]2[cH:23][cH:22][c:21]([O:20][CH3:19])[c:37]([O:38][CH3:39])[cH:36]2)[CH2:26][CH:27]([O:28][C:29]([CH3:30])=[O:31])[CH2:32][CH2:33]1
